id,facebook_id,page_name,page_type
4107,714959965269765,Harriet Shing MP,politician
4108,1541368119439110,Walter Rizzetto,politician
4109,847722658587647,Melissa McMahon - Labor candidate for Macalister,politician
4117,312088998905819,Soro Guillaume Kigbafori,politician
4119,8320004742,Michèle ALLIOT-MARIE,politician
4120,829281410428713,Stewart McDonald MP,politician
4121,1800609010167596,Michael Gove,politician
4125,135534948152,Murat Hazinedar,politician
4128,366915959992127,Luciane Carminatti,politician
4130,126757844037449,Tulip Siddiq,politician
4133,345511062155095,Alison Lundergan Grimes,politician
4135,185032148201312,Seán Sherlock TD,politician
4151,319437061435288,Arturo Núñez Jiménez,politician
4152,263462127087524,Deb Frecklington MP,politician
4160,1162955093739508,Jasmina Hostert,politician
4162,424149391126462,Daniel Salvador,politician
4177,181457381961702,Cécile Duflot,politician
4181,219217080315,Angela Eagle,politician
4182,1647914538774524,Griselda Carrillo,politician
4183,291644800982357,Florian Hahn,politician
4184,112733662097410,Sauli Niinistö,politician
4188,224152944390151,Dino Alberti,politician
4195,966442970066961,"Larry Miller, MP",politician
4197,298476613611542,Johanna Werner-Muggendorfer,politician
4200,140354695978330,Carl Bildt,politician
4202,286259248181285,Zbigniew Kuźmiuk,politician
4206,358818263101,Norbert Röttgen,politician
4207,684016791662654,Christina Egelund,politician
4208,886664204726335,莊啟旺,politician
4211,129572820496456,Doug Cameron,politician
4214,62130106444,Philippe De Backer,politician
4226,1384876661747828,Deputada Gorete Pereira,politician
4229,1655654348042362,Lloyd Longfield,politician
4232,124408587628677,Michele Dell'Orco,politician
4236,214354821918864,Reginaldo Lopes,politician
4240,863388347084952,李慶元,politician
4241,1386827764871321,Harangozó Tamás,politician
4248,224073394729672,Emmanuella Lambropoulos,politician
4251,883308571799739,Dennis Nusser,politician
4252,325818294186698,Salvador Vega Casillas,politician
4255,155064488243915,Holger Schou Rasmussen,politician
4256,546387805483211,Vernon Coaker,politician
4258,135179350225,Thomas Hacker,politician
4262,229847860392157,Mike Sullivan,politician
4266,410112025768173,PMO Bhutan,politician
4267,120856188018045,Guilherme Mussi,politician
4286,1378229979121711,Senator Nan Grogan Orrock,politician
4288,200813406761691,Corina Cretu,politician
4291,473404006150443,Karen Bradley MP,politician
4295,125433567654197,Político Mário Couto,politician
4297,525779044151618,Hendrik Hoppenstedt,politician
4300,7972991316,Boris Johnson,politician
4301,32573108565,Françoise David,politician
4303,1544176299159896,משה כחלון,politician
4313,425879067570544,Florica Chereches,politician
4314,384731608374675,Suresh Prabhu,politician
4319,141741619229068,Dan Harris,politician
4325,147373667055,Senator Nick McKim,politician
4326,778321938887070,Craig Tracey,politician
4335,212367085460895,馬文君,politician
4342,280777571971544,"Alexis Bachelay, Député des Hauts de Seine",politician
4344,118948271632865,Henrik Dahl,politician
4346,512478158795235,Edinho Araújo,politician
4347,122070839781,Andres Manuel Lopez Obrador,politician
4357,164752600281593,Joachim B. Olsen,politician
4360,526065100752981,Uwe Schummer,politician
4366,212278285578765,Dep Erivelton Santana,politician
4370,1674896846107038,Zé Reinaldo,politician
4377,560383650771503,Wayne Long,politician
4380,264320630338108,Mark Helfrich,politician
4383,680836805308995,Dr. Legény Zsolt,politician
4390,696134357234281,Axel Müller,politician
4394,1864576667103855,Daniel Caspary,politician
4397,78723428981,Bill English,politician
4402,256203941229187,Astrid Krag,politician
4403,1195412563899012,Tom van der Lee,politician
4404,67218059910,Mayor Catherine Pugh,politician
4405,183119742186129,Bruce Stanton MP,politician
4409,1564057110524570,Marco González Valdez,politician
4410,239823859462938,Zoé Robledo,politician
4416,538840262914740,Hugues Bayet,politician
4419,575076852511420,Senator Kim Carr,politician
4423,1463443517223627,Marco Zullo,politician
4425,335210110016973,Pierre Breton,politician
4426,42479923924,Karel Schwarzenberg,politician
4428,606850499359450,Felipe De Jesús Cantú Rodríguez,politician
4435,198572120158959,Jacob Bjerregaard,politician
4439,851359811646205,Paul Busque,politician
4445,164514150363925,Hubert Hüppe,politician
4452,9704649510,Jen Benson,politician
4462,1407144336208695,Gregor Rutz,politician
4465,119986729807,Héctor Yunes Landa,politician
4469,75551748953,Chris Stolle,politician
4472,123679177651052,Ed Miliband,politician
4473,14256583533,Todd McClay MP,politician
4477,1453022544931653,Tim Smith MP - Member for Kew,politician
4478,229256627084777,Mustafa Balbay,politician
4481,553775568008058,Sebastián Piñera,politician
4484,744246135632705,Darrell Samson,politician
4488,365074446889883,Ronaldo Benedet,politician
4491,500331483378598,袁海文 Ramon YUEN,politician
4495,248494465233835,Angélica de la Peña Gómez,politician
4497,101642716853166,Nicky Wagner,politician
4506,408450975937477,Parm Gill,politician
4507,71952774089,Giovanni La Via,politician
4508,237224509715408,Sylvia Bruns,politician
4509,542468615844817,Eduard Kukan,politician
4511,483647768376275,"Peter Meiwald, Bündnis 90/Die Grünen",politician
4514,538303919633373,Councilman Eric T. Costello,politician
4519,1604502423155684,Martin Henriksen,politician
4522,594974323848172,Une Bastholm,politician
4529,329607960409077,Deputado Átila Lins,politician
4530,176212056159223,Markus Hümpfer,politician
4533,200371339998210,Светослав Малинов / Svetoslav Malinov,politician
4534,288826994603012,Franc Bogovič,politician
4535,507437302690828,María Elena Limón,politician
4536,105151752909840,Sebastian Kurz,politician
4537,604762262942740,Jamie Strange MP,politician
4542,333515650184221,Harjit Sajjan,politician
4548,446591295435822,Councillor Steven Huang,politician
4549,541047199314992,"John Barlow, MP Foothills",politician
4562,778894725493839,Ginette Petitpas Taylor,politician
4565,6316744206,Jon Tester,politician
4567,456136537814105,Thomas Huber,politician
4569,19752301664,Francis Scarpaleggia,politician
4575,377822232327284,State Representative Dan Cullinane,politician
4577,142160922621054,Raniery Paulino,politician
4578,1410219772556421,Maggie De Block,politician
4588,443594262328472,Lisandro Enrico,politician
4592,59627025578,Christian Estrosi,politician
4595,118377728259259,Adriana D'Elia,politician
4596,356160674411713,Dieter Reiter,politician
4597,284823328208067,Deputado Arnaldo Jardim,politician
4603,161356427244410,Tomislav Nikolić,politician
4607,257839587734758,Miguel Pizarro,politician
4609,90022819050,Renate Künast,politician
4612,1503010273244399,Mette Reissmann,politician
4617,184047904961795,Brendan Ryan TD,politician
4620,134373033325841,Blanca Alcalá,politician
4621,291380024325396,Brando Benifei,politician
4636,247707805431117,Adalberto Cavalcanti,politician
4646,1608254419405031,Arnold Viersen,politician
4648,191118927584830,Brad Battin MP,politician
4654,1436170489968000,Vicente Fox Quesada,politician
4660,140216212665755,Kordula Schulz-Asche,politician
4661,115619715254512,Hildegard Bentele,politician
4667,118654394971563,Ulrich Caspar MdL,politician
4668,487503497999789,Michael Tomlinson MP,politician
4674,231707130202357,Petra Sitte,politician
4677,1569424040015304,Uwe Kekeritz,politician
4679,1462636647364044,陳尚志,politician
4682,425252150851024,Fábio Marcondes,politician
4687,1474558609448527,Dirk Panter,politician
4696,621011257931252,Fritz Güntzler MdB,politician
4698,601605716588028,Scott Mann MP,politician
4700,212812372194819,Laudivio Carvalho,politician
4715,1602804443264559,Mark Pearson,politician
4717,137510593443379,Beatriz Sánchez,politician
4718,206585509437022,Natascha Kohnen,politician
4719,263563620333111,Eduardo Braga,politician
4720,538735382836792,Cansel Kiziltepe,politician
4727,183512318424647,Magdalena Andersson,politician
4730,768103829878352,Peter Beuth,politician
4731,137621322937937,Barbara Richstein,politician
4732,62058563854,"Dr. Peter Liese, MdEP",politician
4734,115558161921629,Marcelo Aro,politician
4738,407196362684005,Cathy O'Toole MP,politician
4743,460482267395695,Josh Bull MP for Sunbury,politician
4745,212547315512949,"רויטל סויד עו""ד | Revital Swid",politician
4748,59334014584,Louis MICHEL,politician
4749,109092142462587,Adam Schiff,politician
4753,798681053542019,Deputado Roberto Alves,politician
4755,431754836915846,Davide Crippa - Cinque Stelle,politician
4758,438019436262338,Sandra Frauenberger,politician
4762,1745722325677728,"Justin O'Donnell, Libertarian for Congress NH-2",politician
4767,1557016201213611,Heike Taubert,politician
4770,1826420734244528,Mark Folkard MLA,politician
4771,124671564265142,Andy Schor,politician
4785,312998845495027,Senator Dave Koehler,politician
4790,696323900389132,Deputado Federal Ságuas Moraes,politician
4792,875283942553361,Gayle Tierney MP,politician
4800,1463126643980071,Alex Rowley MSP,politician
4808,149005528479543,Mark Coure MP,politician
4812,37665519437,Tzipi Livni - ציפי לבני,politician
4813,1524698857748303,Steven Miles MP,politician
4818,199480603522909,Uli Grötsch,politician
4819,163566147024734,Jean Wyllys,politician
4821,153118154700641,Claudia Pavlovich,politician
4822,404202492999528,MEP Justina Vitkauskaitė Bernard,politician
4824,161616750567058,劉美芳,politician
4830,123748711020421,Aleksandra Trybuś - Cieślar,politician
4832,121589404678032,Sharon Knight,politician
4833,59959228306,Crin Antonescu,politician
4838,249005422496,Christian Grascha,politician
4839,163420500342690,Bryce Reeves,politician
4865,170166996524709,Orlando Morando,politician
4868,178843345631203,許智峯,politician
4869,639251752761316,Thomas Kreuzer,politician
4871,370525506320360,"Constanze Krehl, MdEP",politician
4874,309053992482798,Meryl Swanson MP,politician
4882,111299225618775,Claudia Ruiz Massieu,politician
4889,106661336201242,Heinz K. Becker,politician
4891,323040177895454,Valérie Boyer,politician
4893,189155134486560,Ricardo Tripoli,politician
4907,463915156977725,Julie Bishop MP,politician
4908,1408542766063285,Carla Carrizo,politician
4910,202499469817925,Senator Anne Urquhart,politician
4913,288308213836,Rajnath Singh,politician
4914,826280474064973,M Venkaiah Naidu,politician
4918,168727169874009,Dr. Michael Meister,politician
4921,406410619533411,Niall Blair MLC,politician
4925,193944157325672,Timur Husein,politician
4933,71101986956,Salvatore Iacolino,politician
4937,1695475020740767,Fatma Øktem,politician
4945,364551790278835,Mamata Banerjee,politician
4952,1605017949780170,Christiane Vienne,politician
4954,220088185890,"Ron Liepert, MP",politician
4962,249347755227370,Alexandre Valle,politician
4963,262398517197035,Michael Danby,politician
4965,106637900016,BÜNDNIS 90/DIE GRÜNEN Sachsen-Anhalt,politician
4966,515908098472177,Nadine Schön,politician
4967,144449965668596,Richard Marles MP,politician
4970,1519060155008655,Alfredo Anaya Orozco,politician
4973,664478357010696,Rob Nicholson,politician
4977,24348801299,Ivonne Aracelly Ortega Pacheco,politician
4978,1408626239355160,Søren Espersen,politician
4981,379375042103685,Fernando Marroni,politician
4986,1487072754940221,Manuel Cidre,politician
4990,259628454132040,Alejandro Murat Hinojosa,politician
4998,273747032417,Friedrich Ostendorff,politician
5000,245094022199655,張花冠(小花)縣長,politician
5001,415451491875178,Jürgen Baumgärtner,politician
5003,1019710724716909,Dietrich Monstadt,politician
5006,678815422181853,Kerstin Celina,politician
5013,238914629482880,Ramón Luis Nieves,politician
5022,573016509397396,Gian Mario Spacca,politician
5023,150237952408,Neil Abercrombie,politician
5025,157050574354851,Ameya Pawar,politician
5028,171742906366386,Chris Ballard MPP,politician
5031,340920355994043,Mark Takai for Hawaii,politician
5034,1405406096341441,Marcus Fysh MP,politician
5036,169479190984,Congresswoman Sheila Jackson Lee,politician
5038,326669294139989,Mary Robinson MP,politician
5048,373266896075258,"Michael Schrodi, MdB",politician
5049,55432788477,Mauricio Macri,politician
5054,324065394309638,Jacques Alain Benisti,politician
5055,281765795281415,Marlene Kairouz MP,politician
5058,124426654398994,Lucia Varga,politician
5061,127941830595839,Bjarne Laustsen,politician
5066,1591228401138233,Fayçal El-Khoury,politician
5069,385202804832830,Michael Seufert CDS,politician
5071,493471480388,Governor Chris Christie,politician
5079,1730174870633065,Frank Bakke-Jensen,politician
5080,74995874417,Patrick Meinhardt,politician
5090,1490504664562316,Νίκος Παππάς,politician
5094,265193333668500,Christoph Matschie,politician
5096,230987545238,Senator Thomas V. Mike Miller Jr.,politician
5097,284699008252573,Ivonne Álvarez,politician
5116,304836712938218,Lynne Featherstone,politician
5119,500621710080758,Fabiano Horta,politician
5122,215194168605439,Sylvia-Yvonne Kaufmann,politician
5123,142702479096577,Jean-Marc Fournier,politician
5125,329094240615173,Douglas Chapman MP,politician
5127,106059942804231,Michael Wood,politician
5130,18809502474,鄺俊宇 Roy Kwong,politician
5133,231187780287250,Mark Anthony Sammut,politician
5135,1131664343579413,Markus Töns,politician
5137,257571767728922,Judith Couacaud Graley,politician
5139,1461601260747556,Ronaldo Nogueira,politician
5142,122994294471476,Rick Allen,politician
5144,660889083984696,Iqra Khalid,politician
5147,1374427989490497,Linus Power,politician
5155,239513849576273,Pat Kelly,politician
5158,790612974320472,Harry Kopietz,politician
5178,1728674760702848,Mireille Jean,politician
5179,1540355675995010,Mark Gepp MP,politician
5188,1574929139448723,Julio Guzmán,politician
5195,719643928050604,Amir Lando,politician
5196,237292960686,蕭美琴,politician
5197,1572469733079983,Héctor Canales,politician
5204,140700096019389,Luis Fernando Salazar Fernández,politician
5206,175651149274955,Rodrigo Rollemberg,politician
5208,406824526101449,Roberta Metsola,politician
5213,853785441352661,André Abdon,politician
5221,6266829799,Sherrod Brown,politician
5224,114790301907953,Jarosław Gowin,politician
5227,404767669542740,Ana Amélia Lemos,politician
5231,280996218747910,Tim Richardson,politician
5233,802874853112843,Philippe Loiseau,politician
5235,346186225761296,Erica Stanford,politician
5237,325495831575,Nick Champion MP,politician
5245,483770125073467,Ian Murray for Edinburgh South,politician
5248,201396759903299,Melissa Lee MP,politician
5249,149652825193541,Carlos Canturosas,politician
5250,142516435762246,Andrew Wilkie - Independent for Denison,politician
5253,121735177911369,Martin Börschel,politician
5256,56275975247,Sozar Subari,politician
5257,271499979603031,Sarah Philipp,politician
5263,584134445055078,Yahleel Abdala,politician
5276,111609015534527,José Rosas Aispuro Torres,politician
5278,127209782409,Telmo Correia,politician
5284,296700407069853,Hanzala Malik- Politician,politician
5286,159405140795248,د. حنان الفتلاوي,politician
5288,1529111603788969,Ilona Deckwerth,politician
5289,930500200381610,Gabriele Hiller-Ohm,politician
5292,116543802183,Marielle de Sarnez,politician
5303,796255990463702,洪秀柱,politician
5304,117011658390752,Otto Guevara Guth,politician
5308,150412465290475,Kamila Gasiuk-Pihowicz,politician
5310,288934247939310,Jordi Sebastià,politician
5313,386001744772337,Michal Biran | מיכל בירן,politician
5314,1509535792643315,Edgar Melhem Salinas,politician
5322,313558735338761,Doutor Rosinha,politician
5323,1077045142306060,Grzegorz Schetyna,politician
5326,1000293466651925,מירב בן ארי - Merav Ben Ari,politician
5327,248196602038831,Pedro Vilela,politician
5328,185934471445788,胡志偉 Wu Chi Wai,politician
5331,252137878142246,Rosinha da Adefal,politician
5332,388650307829032,Rachel Reeves,politician
5335,226037064088879,Maggie Barry MP,politician
5341,120624774790466,Amanda Solloway,politician
5344,1374269026155855,Julián Álvarez,politician
5347,1145118288919890,Katrin Staffler,politician
5353,21392801120,Mitt Romney,politician
5356,394508164021609,Peter Russo - Labor for Toohey,politician
5360,132141523484024,Miroslav Kalousek,politician
5369,123900591027437,Ellen Trane Nørby,politician
5376,776031149178265,Hauke Hilz,politician
5377,123608251805,Marcus Weinberg,politician
5386,1402901329982707,Eric Massin,politician
5391,601731366534592,Artur Bisneto,politician
5402,1456389704662495,James Maloney,politician
5404,328966680624614,Ulla Sandbæk,politician
5408,108268569247213,Ekin Deligöz,politician
5409,1699286923654397,John Evans for Iowa,politician
5416,1391121734481154,David Mackintosh,politician
5425,122770477891114,Chris Said,politician
5426,47373762091,Josef Pühringer,politician
5429,1567786246815282,Brad Cromes,politician
5430,131694680334259,Sorin Moldovan,politician
5434,1377544669183562,Pat Deering,politician
5436,20487968781,Jo Swinson,politician
5439,93711056469,Kai Gehring,politician
5444,294291737296480,Austin Petersen,politician
5446,386634201382499,Marco Enriquez-Ominami,politician
5448,889307941125736,Hillary Clinton,politician
5455,396626607095420,Magda Mofatto,politician
5466,1596314440646303,Fernando Reina Iglesias,politician
5468,164062240456361,Svatopluk Němeček,politician
5470,100680586968749,Filomena Tassi,politician
5471,197876463713968,Giorgi Margvelashvili,politician
5472,712350838832818,Dr. Thawarchand Gehlot,politician
5473,127827007323828,Matt Jeneroux,politician
5475,189504774422199,João Arruda - Deputado Federal,politician
5477,1394323554123454,Lisa Neville MP,politician
5479,656300844400331,"Dr. Ute Eiling-Hütig, MdL",politician
5480,158693867212,Iñigo Urkullu,politician
5482,38669663952,Nina Grewal,politician
5485,901327179955923,איילת נחמיאס ורבין - Ayelet Nahmias Verbin,politician
5488,141472172555994,Sole Martinez,politician
5489,1440221842967162,Siân Gwenllian AC/AM,politician
5501,10400775935,Earl Dreeshen,politician
5503,676649559015171,Christoph Strässer,politician
5504,179475262226184,Peter Kyle MP,politician
5506,433233507008273,Hanno Bachmann,politician
5509,741275155906327,Mary Ann Lisanti,politician
5515,596946040405796,Bart Somers,politician
5524,116135965179713,林智堅,politician
5527,567712886701894,Lincoln Chafee,politician
5532,278585725501267,Ron Sandack,politician
5535,1968131173400411,Petra Nicolaisen,politician
5536,130416220323676,Senator Bill Ferguson,politician
5542,19341852532,François Fillon,politician
5546,349452295159676,"Peter Stein, Bundestagsabgeordneter",politician
5547,199709100162943,Tim Ostermann,politician
5554,54513516440,Roger Matthisen,politician
5555,263332637458329,Henning Otte,politician
5560,828902563856302,Chuck Schumer D-NY,politician
5571,142824612446173,Joe Peschisolido,politician
5574,1487410064605156,Georg Pazderski,politician
5575,989857484390379,Marc Lürbke,politician
5577,528764443836398,Jill Hennessy MP,politician
5579,911083522263720,Hillary for Iowa,politician
5581,464641086996469,Heuler Cruvinel,politician
5582,102785749762041,Parshottam Rupala,politician
5583,1748987905392634,Peter Habel,politician
5584,1531017587146752,Susana Corella,politician
5586,932815056748552,"Rita Hagl-Kehl, MdB",politician
5591,231211090395156,Julie Dzerowicz,politician
5592,263657017084590,Janete Capiberibe,politician
5593,157229607632918,Per Sandberg,politician
5595,8727117852,Bruce Hyer,politician
5596,157611834294301,Yvette Cooper MP,politician
5599,144133758992421,Joe Donnelly,politician
5600,735357479848625,Dr Shane Reti MP,politician
5601,53184380971,Jaime Mayor Oreja,politician
5606,633028036739134,Andrej Plenković,politician
5607,725301007499330,David Nuttall,politician
5618,829055227215969,Lawrence Costa MLA: Member for Arafura,politician
5625,371738266321011,Anil Sharma,politician
5629,1623450341228667,Soledad Acuña,politician
5634,352953834815624,Jason Wood,politician
5642,272994259386528,Andrea Leadsom MP,politician
5644,547530398646435,Vander Loubet,politician
5651,1574631166085832,Wieland Schinnenburg,politician
5653,432933006819508,Norbert Barthle,politician
5662,204519512935115,Tadeusz Zwiefka,politician
5663,1523978761158854,Jo Hayes MP,politician
5664,696214597157063,Cristina Tajani,politician
5665,329885883718979,Stefan Löfven,politician
5673,116053261893854,Axel Kicillof,politician
5677,627434390700275,Dawid Kostempski,politician
5678,88419746037,Pernille Rosenkrantz-Theil,politician
5681,304776446238762,Manoel Junior,politician
5697,749094198460713,John McCain,politician
5699,1395797837300016,Sören Bartol,politician
5700,314677355299127,Annette Widmann-Mauz,politician
5702,680825728745786,Leni Breymaier,politician
5708,151836301607237,Lindomar Garçon,politician
5712,522639467888977,馬躍．比吼 Mayaw Biho,politician
5724,385838724767807,Will Hodgman,politician
5727,216424988426628,Henrik Dam Kristensen,politician
5730,1410167955931527,Di Farmer MP,politician
5732,228661333934484,Bikram Singh Majithia,politician
5735,974147185951131,Jacek Kozłowski,politician
5736,338714247581,Leona Aglukkaq,politician
5737,698329986850885,Jesse Norman,politician
5738,1459030337667489,Tofik Mamedov,politician
5744,6444958138,Debbie Wasserman Schultz,politician
5747,104135119618500,ზაზა გაბუნია საქართველოს პარლამენტის წევრი / Zaza Gabunia MP,politician
5750,255623134454073,Veli Ağbaba,politician
5751,286364464772251,Margot James,politician
5752,686573054738903,Caroline Simard,politician
5757,319205621580259,Mary Macleod,politician
5767,69078343764,Peter Simon,politician
5768,6820348410,Kirsten Gillibrand,politician
5770,481606878577149,Shinjiro Koizumi,politician
5771,445142002188801,Andrea Jenkyns,politician
5773,927205870682630,Reinhold  Mitterlehner,politician
5777,248010795401744,MaryAnn Mihychuk,politician
5780,1403651433185821,Ken O'Dowd MP,politician
5782,332462703141,Karilyn Bonilla,politician
5783,1453037244924457,Lars Adaktusson,politician
5785,1460723714179630,Penny Wong - Senator for SA,politician
5786,668823956526400,Fábio Mitidieri,politician
5788,154570404606299,עמיר פרץ Amir Peretz,politician
5790,45242794557,Álvaro Uribe Vélez,politician
5791,143379055723073,Beatrice Lorenzin,politician
5792,167413170756,Karima Delli,politician
5795,981195631909269,Stuart McDonald MP,politician
5799,171601117783,Kelly O'Dwyer,politician
5801,1427733054177884,微笑香蕉-黃香菽,politician
5805,397397420360311,Anifah Aman,politician
5809,152534811624066,Bacelar,politician
5816,1774368136184466,Pavel Popescu,politician
5821,445552625533596,Lothar Binding,politician
5824,1831908787045024,Siemtje Möller MdB,politician
5828,87490183861,John Dingell,politician
5835,58140803787,Lars Løkke Rasmussen,politician
5839,298398717018170,Mark Lancaster,politician
5844,989620351091427,Tim Wilson - Federal Liberal Member for Goldstein,politician
5848,274102972728043,Matt Keogh,politician
5852,313950885331714,Michael Ferguson,politician
5854,325228170920721,Laura Boldrini,politician
5859,185885358113573,Richard Mardo,politician
5861,763768933663534,Clare Curran for Dunedin South,politician
5862,1627976910848818,Astrid Rössler,politician
5864,324070087738168,Matthew Offord,politician
5865,62117790523,John Kaye,politician
5870,281624508711751,Jacqui Lambie,politician
5871,988722514510665,Lisa O'Malley MLA,politician
5877,1648869778670423,Marine Brenier,politician
5881,35524526947,Declan J. O'Scanlon Jr.,politician
5883,149507065070444,Alejandra Barrales,politician
5889,324082681136000,Ministerpräsident Stephan Weil,politician
5895,110922777487,Dr. Thomas Feist,politician
5899,191561217557399,Enda Kenny,politician
5901,1518690448393113,Jo Churchill,politician
5903,125797119472,Christian R.M. Lucks,politician
5906,203575543022507,Bundestagsabgeordnete Dietlind Tiemann,politician
5908,204251546272690,Felipe Bornier,politician
5909,792235577459640,Sebastiaan den Bak,politician
5913,1070189742998463,Triny Vaca,politician
5916,198276680205255,Luiza Erundina,politician
5917,70158664648,Cecilia Lonning-Skovgaard,politician
5921,105536222854307,Steeve Briois,politician
5923,345314058912732,Tim Pallas,politician
5928,149979991720935,Gratiela Gavrilescu,politician
5932,7766361077,Nicolas Sarkozy,politician
5944,355853417792536,Gérard Deprez / Député européen du groupe ADLE,politician
5945,608278342616098,Marc Tanguay,politician
5956,504954209584189,Sylvain Berrios,politician
5960,321474347885714,Ernesto Ruffo Appel,politician
5961,247754585312097,Lidia Geringer de Oedenberg,politician
5962,298030170391625,Ulli Nissen,politician
5963,100160987153482,Markus Kurth MdB,politician
5967,222766331085910,Jutta Krellmann,politician
5968,38326584416,Carol Hughes,politician
5970,665524006871228,江聰淵,politician
5980,140379089683587,Representative Beau Matthew LaFave,politician
5983,186612874691719,鄭正鈐,politician
5987,1431092387136668,Jan Grabiec,politician
5991,452833964755824,Jean-Luc Laurent - Mouvement Républicain et Citoyen,politician
5992,145002902209698,Henner Schmidt,politician
5995,1387291021493416,Ros Spence,politician
5996,175655605777948,Miloš Vystrčil,politician
5997,1533467003584688,Marie-Pierre De la Gontrie,politician
6005,606024792836981,Kirsty Blackman MP,politician
6006,353604838048962,Emanuel Fernandes,politician
6009,175682245838025,David Elliott MP,politician
6012,279356845540558,Conceicao Sampaio,politician
6016,587411498073744,Paulo Pontes,politician
6018,133430763472093,Gabriela Heinrich,politician
6019,1499477190264031,Ricardo Teobaldo,politician
6020,748549018567905,Bodo Löttgen,politician
6030,425927674119415,Camilla Hersom,politician
6033,314564311991547,Bill Hightower for Alabama,politician
6034,78020429052,BARBARA MATERA,politician
6035,646168272127229,Deputado Carlos Bezerra,politician
6036,268863990220033,Senator Grant Mitchell,politician
6046,542205665887516,Kent Hehr,politician
6047,135219713164573,Ricardo Coutinho,politician
6049,568211313345832,Tino Schopf,politician
6050,1317618971591981,Christian Steffen-Stiehl,politician
6055,199879180174656,Chris Tallentire MLA,politician
6063,107037332686173,Senator Michelle Fischbach,politician
6064,403531479663968,Wolfgang Kubicki,politician
6070,10735142263,Benoît Hamon,politician
6071,125433954190712,David Clark,politician
6084,489288191133098,Deputado Celso Jacob,politician
6088,624616894252474,Alessia Mosca,politician
6093,321762510282,Michal Kučera,politician
6104,132368973514210,"Gilles Bisson, MPP Timmins-James Bay",politician
6109,369593107953,Christian Oxonitsch,politician
6110,448316011988466,Lucio Mosquini,politician
6112,486082791425547,Assis do Couto,politician
6113,703627479696909,David Harris MP,politician
6118,1673371229636129,Pamela Rendi-Wagner,politician
6120,244427634268,Oriol Junqueras,politician
6121,478065488978183,Ian Goodenough MP,politician
6136,1560420877551187,Estelle Grelier,politician
6139,177717252277852,Wes Streeting MP,politician
6149,898191063533170,Markel Olano,politician
6153,275632269117054,Daniel Constantin,politician
6155,508581759174280,Rosa Maria Di Giorgi,politician
6156,146254498776715,Tim Macindoe MP,politician
6159,1511551585765011,Brendan O'Hara MP for Argyll & Bute,politician
6161,169084889941656,Douglas Hansen-Luke,politician
6164,127139487368866,Rui Falcão,politician
6167,16751806121,Richard Burr,politician
6169,174730252601013,Robert H Halfon,politician
6172,720718844610243,Manuel Zelaya R.,politician
6179,324862291035860,Huw Merriman MP,politician
6185,370174663083749,MP Gord Brown,politician
6186,152945461446375,Ettore Rosato,politician
6193,370319116027,Andrzej Halicki,politician
6195,345378512258813,Elise Stefanik,politician
6197,1414924505466631,Joshua Morris MP,politician
6203,133050100238113,Gisela Scaglia,politician
6204,172163532867364,Senator Doug Black,politician
6207,249322151823143,Shaoquett Moselmane MLC,politician
6208,351787428169514,Adelmo Carneiro Leão,politician
6211,270568226309939,Nilson Leitão,politician
6217,282414155188035,Andrew Southcott MP,politician
6220,1795142190712647,Julia Banks MP,politician
6224,330411347064461,Andreas Lämmel,politician
6228,402764669863765,Klaus Brähmig,politician
6229,369053516449628,Jean-François Roberge - député de Chambly,politician
6233,308920973786,Joanna Mucha,politician
6236,143882519070566,Jens Joel,politician
6244,205327792883589,Stuart Robert,politician
6247,586024991410061,Delegate Marcus B. Simon,politician
6253,96589072281,Frank Henkel,politician
6256,47520761764,Özlem Cekic,politician
6257,539835122868550,Reinhold Jost,politician
6263,593292404082611,Manfred Pentz,politician
6269,1510759872481231,王炳忠,politician
6276,6290032613,Deval Patrick,politician
6277,598661630150635,Matern von Marschall,politician
6283,212655652161526,Carlos Eduardo Cadoca,politician
6291,243731712329733,Rudi Anschober,politician
6292,591707450918919,Mattias Tesfaye,politician
6297,158046757668882,Katrin Albsteiger,politician
6300,124037977622554,Memo Anaya,politician
6301,94456137760,Ernesto Sanz,politician
6302,43232479266,Brad Wall,politician
6303,1507331742910500,Sven Rickert - CDU,politician
6309,584781264865339,Senador Luis Sánchez Jiménez,politician
6311,959753650718784,Mick Murray,politician
6315,621438468048970,Timon Gremmels,politician
6317,521582747863117,Ajay Maken,politician
6318,125627804305487,Rick Wilson,politician
6319,109613107281,Paul Kagame,politician
6320,277978972375122,Lizzie Blandthorn,politician
6322,1387733661468758,Martina Dlabajová,politician
6328,201776689989732,Dr Julia Reid - MEP UKIP,politician
6329,740083362711653,Joan Pease MP,politician
6332,135927913177448,Markus Wallner,politician
6336,358747947485304,Jean-Charles Luperto,politician
6351,13721812367,Eva Kaili,politician
6354,204080402942141,Corey Stewart,politician
6355,1623611261208768,"Serge Cormier, Député/M.P.",politician
6357,54212446406,Mariano Rajoy Brey,politician
6358,159224630305,Esteban Bullrich,politician
6359,952334508116178,Søren Pape Poulsen,politician
6365,66985740526,Didier Reynders,politician
6369,515506935187700,Eliane Tillieux,politician
6370,154288631330516,Tawakkol Karman,politician
6376,342905935841557,Rui Costa,politician
6378,290881691011354,Andreas Schieder,politician
6379,256907304323355,Paul Pisasale,politician
6384,151844091545900,Marcela Guerra,politician
6389,209390429161783,Satish Upadhyay,politician
6393,341816569252157,Oliver Krischer,politician
